separation,traction
0.0,-0.0
0.09999999999999432,14.777653293966148
0.19999999999999574,24.850885974682196
0.29999999999999716,31.031886848087655
0.3999999999999986,35.06107422500932
0.5,37.34380584375345
0.5999999999999943,38.783312653996546
0.6999999999999957,39.216231259386625
0.7999999999999972,38.60249350800983
0.8999999999999986,37.117009214095845
1.0,34.55045351207097
1.0999999999999943,32.50931587405095
1.1999999999999957,30.32114957786917
1.2999999999999972,28.05267081891853
1.3999999999999986,25.817069724188116
1.5,23.778382296896613
1.5999999999999943,21.887139903446215
1.6999999999999957,19.868438508764
1.7999999999999972,18.017376368371853
1.8999999999999986,16.338933975972875
2.0,14.775411271077285
2.0999999999999943,13.356386941368859
2.1999999999999957,12.047125646519438
2.299999999999997,10.82198825334996
2.3999999999999986,9.771744659960929
2.5,8.69307541923097
2.5999999999999943,7.845638810588724
2.6999999999999957,6.980602322268911
2.799999999999997,6.194741270824334
2.8999999999999986,5.543033260379749
3.0,4.900357399287431
3.0999999999999943,4.382722357596795
3.1999999999999957,3.8283821983256474
3.299999999999997,3.35702891484081
3.3999999999999986,2.915318376836568
3.5,2.5997696696784374
3.5999999999999943,2.187781949400825
3.6999999999999957,1.883059009906057
3.799999999999997,1.6143845955743468
3.8999999999999986,1.3484966954045121
4.0,1.1456897106577304
4.099999999999994,0.959954128764714
4.199999999999996,0.7725210152558436
4.299999999999997,0.6234585220449244
4.399999999999999,0.483668394924376
4.5,0.37355304218283514
4.599999999999994,0.23638928473209445
4.699999999999996,0.1477012650283927
4.799999999999997,0.04591342587405418
4.899999999999999,-0.03624069855353769
5.0,-0.09717567778296694
5.099999999999994,-0.13301601510634595
5.199999999999996,-0.18784948918823188
5.299999999999997,-0.2518432282160355
5.399999999999999,-0.2807172801347387
5.5,-0.3059400376344389
5.599999999999994,-0.3468409409069645
5.699999999999996,-0.360517280529022
5.799999999999997,-0.4025071663475684
5.899999999999999,-0.4054057816538825
6.0,-0.39363516148735933
6.099999999999994,-0.4537854327056851
6.199999999999996,-0.40516556491578837
6.299999999999997,-0.44438495102166853
6.399999999999999,-0.46081577590719036
6.5,-0.4220287799298752
6.599999999999994,-0.46393859350238775
6.699999999999996,-0.4799049993609287
6.799999999999997,-0.46658097762140527
